OTU20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3313	0
OTU21	0	74	0	0	72	0	0	62	63	0	0	91	0	54	0	55	49	223	418	0	0	46	215	65	189	0	0	221	155	50
OTU22	0	0	80	85	92	0	0	277	0	0	0	68	123	87	49	0	0	0	108	0	37	53	70	0	53	0	0	245	741	37
OTU23	153	1970	0	302	0	0	0	255	199	565	510	0	83	475	0	0	152	61	0	0	467	0	0	0	141	0	0	0	0	0
OTU24	0	86	0	0	51	0	0	0	0	0	0	68	0	0	310	0	0	157	268	0	0	241	0	62	0	81	51	119	0	122
OTU25	0	0	0	0	0	0	0	92	0	0	0	0	82	0	323	0	0	0	880	140	0	106	218	0	0	0	0	0	0	0
OTU26	63	363	0	52	0	0	0	499	0	222	128	0	79	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
OTU27	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU28	0	0	0	0	0	0	64	0	0	0	0	0	71	0	46	0	0	0	134	49	0	112	0	37	188	0	0	283	181	0
OTU29	0	47	31	202	38	0	696	622	0	0	0	0	0	0	0	0	0	0	0	34	0	0	403	0	0	0	0	47	0	119
OTU30	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	112	61	0	0	308	0	0	173	207	50	93	68	37
OTU31	51	0	0	0	0	0	0	49	0	0	0	74	40	0	197	0	0	56	59	40	0	156	0	46	209	212	0	136	53	0
OTU32	140	0	107	0	0	46	68	0	57	0	0	0	127	72	0	43	0	86	0	0	148	90	81	0	0	0	0	0	0	0
OTU33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	348	0	0	228	96	65	262	287	79	0	41	99
OTU34	43	0	0	0	0	0	74	0	0	65	0	258	0	0	82	0	0	64	48	60	0	104	137	0	124	0	0	0	0	0
OTU35	0	235	0	192	83	0	0	124	164	114	0	0	76	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0
OTU36	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	924	0	0	372	0	168	0	0	0	0	0	0
OTU37	0	0	0	0	0	0	47	0	0	0	0	0	71	0	63	135	0	228	0	434	0	0	0	0	0	0	0	0	79	0
OTU38	0	68	0	0	0	0	0	544	0	100	0	84	0	0	0	169	0	0	0	88	0	0	242	0	0	0	0	135	79	0
OTU39	0	0	0	0	0	0	226	0	0	0	0	0	0	0	65	50	0	0	322	367	0	0	0	0	0	214	0	93	0	0
OTU40	0	0	0	0	0	0	157	0	0	0	0	46	0	0	663	0	0	44	0	0	0	0	0	0	0	0	0	0	0	49
OTU41	0	37	0	0	0	0	56	183	0	48	240	0	252	0	0	0	170	48	81	0	0	250	0	0	51	0	0	0	188	0
OTU42	0	0	0	0	0	0	0	185	0	55	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	70	157
OTU43	0	0	0	0	129	0	0	0	0	0	0	56	0	0	0	0	0	80	145	0	0	53	0	54	144	0	0	47	0	0
OTU44	138	353	0	227	0	0	75	99	109	90	49	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
OTU45	0	0	0	0	52	0	70	83	0	0	0	0	0	0	0	0	0	50	60	80	0	136	92	0	0	0	50	0	0	0
OTU46	48	62	0	0	253	0	0	141	0	28	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	417	182	35
OTU47	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	188	0	0	0	349	0
OTU48	0	0	0	0	0	0	0	0	0	0	0	300	0	0	156	0	0	0	0	0	0	0	356	0	59	203	0	0	0	0
OTU49	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	182	0	0	89	0	217	0
OTU50	0	0	0	0	0	0	346	0	0	0	0	0	0	0	97	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	172	0	0	0	636
OTU53	0	0	0	0	0	0	0	0	0	0	0	104	0	0	134	0	0	0	0	0	0	0	0	0	211	312	0	0	55	99
OTU54	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0
OTU55	62	0	80	0	0	0	0	142	0	98	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU56	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	192	0	0	157	0	0	0	0	0
OTU57	140	0	0	33	0	0	0	0	0	107	0	59	0	0	0	0	0	0	0	65	0	69	72	0	70	0	40	54	81	0
OTU58	0	186	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	43	87	0
OTU59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0
OTU60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	94	172	74
OTU61	0	0	0	92	0	0	121	0	0	0	0	42	0	0	226	0	0	50	0	0	0	0	0	0	111	71	0	121	63	0
OTU62	0	0	0	0	0	0	0	0	0	0	0	211	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0
OTU64	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	143	0	0	0	0	65	71	0	0
OTU65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0
OTU66	184	41	0	0	0	0	0	316	0	67	41	0	38	48	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0
OTU67	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	283
OTU68	0	0	0	0	0	0	215	0	0	0	0	0	0	0	408	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0
OTU69	0	0	0	0	67	0	0	37	0	98	71	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	99	0	0
OTU70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	50	0	57	0	0	0	0	137
OTU72	339	333	0	0	0	0	0	155	0	0	55	0	0	49	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0
OTU73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	177	0	0	0	0	0	0	0	0	0	0	0
OTU74	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0
OTU75	0	0	0	0	0	0	0	313	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	52	0	52	0	97	0	0	0	0
OTU77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0
OTU78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	120	0
OTU79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	60	0	0	0	0	0	144	0	0	0	0	0
OTU80	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU81	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0
OTU82	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU83	0	0	0	77	115	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0
OTU84	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	57	0	0	0	0	0	0	88	0	0	0	0	0
OTU85	0	0	0	0	0	0	0	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	63	0	0	0	241
OTU87	0	0	0	0	48	0	0	0	0	0	0	95	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU88	69	0	0	0	293	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0
OTU90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0
OTU91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0
OTU92	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	48	52	0	0	0	0	87	0	0	0	45	0	0
OTU93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	77	0	0	0	0	0	0	96
OTU94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	185	0	0	0	0	0	0	0	0
OTU95	0	0	0	0	0	0	0	0	0	0	56	0	128	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
OTU96	0	0	0	0	0	0	0	0	0	0	0	0	0	35	74	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
OTU97	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU98	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU99	0	0	0	0	0	0	0	145	0	29	0	0	54	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0
OTU101	0	0	0	0	0	0	0	0	0	0	90	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
OTU102	0	0	0	127	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU103	0	73	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU104	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU105	0	0	0	97	0	0	37	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
OTU106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0
OTU107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
OTU108	0	0	0	0	81	0	136	49	0	0	0	0	0	0	40	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
OTU109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
OTU110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0
OTU111	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	53	0	0	0	132	0	0	0	0	0	0	0	0
OTU112	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	80
OTU113	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0
OTU114	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0
OTU116	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
OTU117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	109	0
OTU118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	193	0	0	0
OTU119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0
OTU120	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
OTU121	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
OTU122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
OTU123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0
OTU124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	60	0	81	0	0	0	0	0	0	0	0
OTU125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0
OTU126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	156	0	0	45	0	0	0	75
OTU127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	68	0	52
OTU128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0
OTU129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	64	0	0	0	0
OTU130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
OTU131	0	75	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	44	0	0	0	0	0	0	0	63	0	138	0
OTU133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	261	0	0	0	0	0	0	0	0
OTU134	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU135	0	0	0	0	0	0	0	0	0	0	0	0	75	0	46	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	53	0	0	0	0	0	0	0
OTU137	0	33	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU138	67	50	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
OTU140	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU141	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0
OTU143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0
OTU144	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0
OTU145	0	0	0	0	0	0	0	0	0	0	54	0	90	0	0	0	0	0	0	0	0	41	0	0	104	0	0	0	0	0
OTU146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0
OTU147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
OTU148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	220	0
OTU149	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	52	0	0	0	0
OTU150	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0
OTU151	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
OTU154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0
OTU155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
OTU156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
OTU157	36	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	75	0
OTU158	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0
OTU159	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0
OTU160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0
OTU161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	51	0	0	0	193	0
OTU162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU163	0	61	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
OTU165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
OTU166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177
OTU167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	48	0	0
OTU168	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU169	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0
OTU170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0
OTU171	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
OTU173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0
OTU174	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122
OTU175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0
OTU176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0
OTU177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0
OTU178	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0
OTU179	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU180	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0
OTU181	0	117	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
OTU182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0
OTU183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0
OTU184	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU185	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
OTU186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0
OTU187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0
OTU188	73	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
OTU190	146	0	0	110	47	0	0	0	70	0	0	0	0	49	0	0	0	0	51	0	0	0	0	0	0	0	0	27	0	0
OTU192	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0
OTU193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0
OTU194	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107
OTU196	0	0	0	0	0	0	0	0	0	0	94	0	0	0	197	0	0	94	0	0	0	107	0	0	0	0	0	0	0	0
OTU197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	56	0	0	0	0	0	0	0	0	0	0	0
OTU198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
OTU199	64	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
OTU200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
OTU201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0
OTU202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0
OTU203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
OTU204	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
OTU206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0
OTU207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
OTU208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0
OTU209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0
OTU210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0
OTU211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0
OTU212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0
OTU213	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU214	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU215	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
OTU216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
OTU217	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU218	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
